filename,start time,end time,freq. band (Hz),number of peaks,peaks freq. (Hz),SPL (dB),SNLD (dB),AIS
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213045015.wav,2005-02-13 04:50:15,2005-02-13 04:51:55,50.0 - 1000.0,0,[],68.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213045015.wav,2005-02-13 04:51:55,2005-02-13 04:53:35,50.0 - 1000.0,0,[],68.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213045015.wav,2005-02-13 04:53:34,2005-02-13 04:55:14,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213055015.wav,2005-02-13 05:50:15,2005-02-13 05:51:55,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213055015.wav,2005-02-13 05:51:55,2005-02-13 05:53:35,50.0 - 1000.0,1,[60.6],67.0,[2.22],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213055015.wav,2005-02-13 05:53:34,2005-02-13 05:55:14,50.0 - 1000.0,1,[60.6],67.0,[2.92],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213065015.wav,2005-02-13 06:50:15,2005-02-13 06:51:55,50.0 - 1000.0,2,"[70.6, 164.8]",68.0,[2.59 5.02],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213065015.wav,2005-02-13 06:51:55,2005-02-13 06:53:35,50.0 - 1000.0,2,"[69.9, 164.8]",68.0,[5.55 4.39],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213065015.wav,2005-02-13 06:53:34,2005-02-13 06:55:14,50.0 - 1000.0,4,"[69.9, 115.1, 161.5, 164.8]",68.0,[4.56 3.09 2.5  3.94],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213075015.wav,2005-02-13 07:50:15,2005-02-13 07:51:55,50.0 - 1000.0,1,[164.2],65.0,[4.12],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213075015.wav,2005-02-13 07:51:55,2005-02-13 07:53:35,50.0 - 1000.0,1,[164.2],65.0,[4.14],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213075015.wav,2005-02-13 07:53:34,2005-02-13 07:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213085015.wav,2005-02-13 08:50:15,2005-02-13 08:51:55,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213085015.wav,2005-02-13 08:51:55,2005-02-13 08:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213085015.wav,2005-02-13 08:53:34,2005-02-13 08:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213095015.wav,2005-02-13 09:50:15,2005-02-13 09:51:55,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213095015.wav,2005-02-13 09:51:55,2005-02-13 09:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213095015.wav,2005-02-13 09:53:34,2005-02-13 09:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213105015.wav,2005-02-13 10:50:15,2005-02-13 10:51:55,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213105015.wav,2005-02-13 10:51:55,2005-02-13 10:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213105015.wav,2005-02-13 10:53:34,2005-02-13 10:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213115015.wav,2005-02-13 11:50:15,2005-02-13 11:51:55,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213115015.wav,2005-02-13 11:51:55,2005-02-13 11:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213115015.wav,2005-02-13 11:53:34,2005-02-13 11:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213125015.wav,2005-02-13 12:50:15,2005-02-13 12:51:55,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213125015.wav,2005-02-13 12:51:55,2005-02-13 12:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213125015.wav,2005-02-13 12:53:34,2005-02-13 12:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213135015.wav,2005-02-13 13:50:15,2005-02-13 13:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213135015.wav,2005-02-13 13:51:55,2005-02-13 13:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213135015.wav,2005-02-13 13:53:34,2005-02-13 13:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213145015.wav,2005-02-13 14:50:15,2005-02-13 14:51:55,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213145015.wav,2005-02-13 14:51:55,2005-02-13 14:53:35,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213145015.wav,2005-02-13 14:53:34,2005-02-13 14:55:14,50.0 - 1000.0,1,[117.7],67.0,[2.75],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213155015.wav,2005-02-13 15:50:15,2005-02-13 15:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213155015.wav,2005-02-13 15:51:55,2005-02-13 15:53:35,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213155015.wav,2005-02-13 15:53:34,2005-02-13 15:55:14,50.0 - 1000.0,2,"[95.8, 117.7]",66.0,[3.65 3.02],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213165015.wav,2005-02-13 16:50:15,2005-02-13 16:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213165015.wav,2005-02-13 16:51:55,2005-02-13 16:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213165015.wav,2005-02-13 16:53:34,2005-02-13 16:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213175015.wav,2005-02-13 17:50:15,2005-02-13 17:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213175015.wav,2005-02-13 17:51:55,2005-02-13 17:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213175015.wav,2005-02-13 17:53:34,2005-02-13 17:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213185015.wav,2005-02-13 18:50:15,2005-02-13 18:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213185015.wav,2005-02-13 18:51:55,2005-02-13 18:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213185015.wav,2005-02-13 18:53:34,2005-02-13 18:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213195015.wav,2005-02-13 19:50:15,2005-02-13 19:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213195015.wav,2005-02-13 19:51:55,2005-02-13 19:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213195015.wav,2005-02-13 19:53:34,2005-02-13 19:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213205015.wav,2005-02-13 20:50:15,2005-02-13 20:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213205015.wav,2005-02-13 20:51:55,2005-02-13 20:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213205015.wav,2005-02-13 20:53:34,2005-02-13 20:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213215015.wav,2005-02-13 21:50:15,2005-02-13 21:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213215015.wav,2005-02-13 21:51:55,2005-02-13 21:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213215015.wav,2005-02-13 21:53:34,2005-02-13 21:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213225015.wav,2005-02-13 22:50:15,2005-02-13 22:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213225015.wav,2005-02-13 22:51:55,2005-02-13 22:53:35,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213225015.wav,2005-02-13 22:53:34,2005-02-13 22:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213235015.wav,2005-02-13 23:50:15,2005-02-13 23:51:55,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213235015.wav,2005-02-13 23:51:55,2005-02-13 23:53:35,50.0 - 1000.0,0,[],68.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050213235015.wav,2005-02-13 23:53:34,2005-02-13 23:55:14,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214005015.wav,2005-02-14 00:50:15,2005-02-14 00:51:55,50.0 - 1000.0,0,[],68.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214005015.wav,2005-02-14 00:51:55,2005-02-14 00:53:35,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214005015.wav,2005-02-14 00:53:34,2005-02-14 00:55:14,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214015015.wav,2005-02-14 01:50:15,2005-02-14 01:51:55,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214015015.wav,2005-02-14 01:51:55,2005-02-14 01:53:35,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214015015.wav,2005-02-14 01:53:34,2005-02-14 01:55:14,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214025015.wav,2005-02-14 02:50:15,2005-02-14 02:51:55,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214025015.wav,2005-02-14 02:51:55,2005-02-14 02:53:35,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214025015.wav,2005-02-14 02:53:34,2005-02-14 02:55:14,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214035015.wav,2005-02-14 03:50:15,2005-02-14 03:51:55,50.0 - 1000.0,0,[],76.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214035015.wav,2005-02-14 03:51:55,2005-02-14 03:53:35,50.0 - 1000.0,0,[],76.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214035015.wav,2005-02-14 03:53:34,2005-02-14 03:55:14,50.0 - 1000.0,0,[],76.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214045015.wav,2005-02-14 04:50:15,2005-02-14 04:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214045015.wav,2005-02-14 04:51:55,2005-02-14 04:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214045015.wav,2005-02-14 04:53:34,2005-02-14 04:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214055015.wav,2005-02-14 05:50:15,2005-02-14 05:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214055015.wav,2005-02-14 05:51:55,2005-02-14 05:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214055015.wav,2005-02-14 05:53:34,2005-02-14 05:55:14,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214065015.wav,2005-02-14 06:50:15,2005-02-14 06:51:55,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214065015.wav,2005-02-14 06:51:55,2005-02-14 06:53:35,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214065015.wav,2005-02-14 06:53:34,2005-02-14 06:55:14,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214075015.wav,2005-02-14 07:50:15,2005-02-14 07:51:55,50.0 - 1000.0,0,[],68.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214075015.wav,2005-02-14 07:51:55,2005-02-14 07:53:35,50.0 - 1000.0,0,[],68.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214075015.wav,2005-02-14 07:53:34,2005-02-14 07:55:14,50.0 - 1000.0,0,[],68.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214085015.wav,2005-02-14 08:50:15,2005-02-14 08:51:55,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214085015.wav,2005-02-14 08:51:55,2005-02-14 08:53:35,50.0 - 1000.0,0,[],67.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214085015.wav,2005-02-14 08:53:34,2005-02-14 08:55:14,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214095015.wav,2005-02-14 09:50:15,2005-02-14 09:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214095015.wav,2005-02-14 09:51:55,2005-02-14 09:53:35,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214095015.wav,2005-02-14 09:53:34,2005-02-14 09:55:14,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214105015.wav,2005-02-14 10:50:15,2005-02-14 10:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214105015.wav,2005-02-14 10:51:55,2005-02-14 10:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214105015.wav,2005-02-14 10:53:34,2005-02-14 10:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214115015.wav,2005-02-14 11:50:15,2005-02-14 11:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214115015.wav,2005-02-14 11:51:55,2005-02-14 11:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214115015.wav,2005-02-14 11:53:34,2005-02-14 11:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214125015.wav,2005-02-14 12:50:15,2005-02-14 12:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214125015.wav,2005-02-14 12:51:55,2005-02-14 12:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214125015.wav,2005-02-14 12:53:34,2005-02-14 12:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214135015.wav,2005-02-14 13:50:15,2005-02-14 13:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214135015.wav,2005-02-14 13:51:55,2005-02-14 13:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214135015.wav,2005-02-14 13:53:34,2005-02-14 13:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214145015.wav,2005-02-14 14:50:15,2005-02-14 14:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214145015.wav,2005-02-14 14:51:55,2005-02-14 14:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214145015.wav,2005-02-14 14:53:34,2005-02-14 14:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214155015.wav,2005-02-14 15:50:15,2005-02-14 15:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214155015.wav,2005-02-14 15:51:55,2005-02-14 15:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214155015.wav,2005-02-14 15:53:34,2005-02-14 15:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214165015.wav,2005-02-14 16:50:15,2005-02-14 16:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214165015.wav,2005-02-14 16:51:55,2005-02-14 16:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214165015.wav,2005-02-14 16:53:34,2005-02-14 16:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214175015.wav,2005-02-14 17:50:15,2005-02-14 17:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214175015.wav,2005-02-14 17:51:55,2005-02-14 17:53:35,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214175015.wav,2005-02-14 17:53:34,2005-02-14 17:55:14,50.0 - 1000.0,0,[],64.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214185015.wav,2005-02-14 18:50:15,2005-02-14 18:51:55,50.0 - 1000.0,0,[],66.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214185015.wav,2005-02-14 18:51:55,2005-02-14 18:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214185015.wav,2005-02-14 18:53:34,2005-02-14 18:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214195015.wav,2005-02-14 19:50:15,2005-02-14 19:51:55,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214195015.wav,2005-02-14 19:51:55,2005-02-14 19:53:35,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214195015.wav,2005-02-14 19:53:34,2005-02-14 19:55:14,50.0 - 1000.0,0,[],69.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214205015.wav,2005-02-14 20:50:15,2005-02-14 20:51:55,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214205015.wav,2005-02-14 20:51:55,2005-02-14 20:53:35,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214205015.wav,2005-02-14 20:53:34,2005-02-14 20:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214215015.wav,2005-02-14 21:50:15,2005-02-14 21:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214215015.wav,2005-02-14 21:51:55,2005-02-14 21:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214215015.wav,2005-02-14 21:53:34,2005-02-14 21:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214225015.wav,2005-02-14 22:50:15,2005-02-14 22:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214225015.wav,2005-02-14 22:51:55,2005-02-14 22:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214225015.wav,2005-02-14 22:53:34,2005-02-14 22:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214235015.wav,2005-02-14 23:50:15,2005-02-14 23:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214235015.wav,2005-02-14 23:51:55,2005-02-14 23:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050214235015.wav,2005-02-14 23:53:34,2005-02-14 23:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215005015.wav,2005-02-15 00:50:15,2005-02-15 00:51:55,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215005015.wav,2005-02-15 00:51:55,2005-02-15 00:53:35,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215005015.wav,2005-02-15 00:53:34,2005-02-15 00:55:14,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215015015.wav,2005-02-15 01:50:15,2005-02-15 01:51:55,50.0 - 1000.0,0,[],78.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215015015.wav,2005-02-15 01:51:55,2005-02-15 01:53:35,50.0 - 1000.0,0,[],78.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215015015.wav,2005-02-15 01:53:34,2005-02-15 01:55:14,50.0 - 1000.0,0,[],77.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215025015.wav,2005-02-15 02:50:15,2005-02-15 02:51:55,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215025015.wav,2005-02-15 02:51:55,2005-02-15 02:53:35,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215025015.wav,2005-02-15 02:53:34,2005-02-15 02:55:14,50.0 - 1000.0,0,[],75.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215035015.wav,2005-02-15 03:50:15,2005-02-15 03:51:55,50.0 - 1000.0,4,"[60.0, 320.9, 350.7, 365.3]",75.0,[2.22 4.07 3.4  1.1 ],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050215035015.wav,2005-02-15 03:51:55,2005-02-15 03:53:35,50.0 - 1000.0,3,"[271.7, 320.9, 365.3]",75.0,[3.36 3.95 2.14],0
