filename,start time,end time,freq. band (Hz),number of peaks,peaks freq. (Hz),SPL (dB),SNLD (dB),AIS
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122025015.wav,2005-01-22 02:50:15,2005-01-22 02:51:55,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122025015.wav,2005-01-22 02:51:55,2005-01-22 02:53:35,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122025015.wav,2005-01-22 02:53:34,2005-01-22 02:55:14,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122035015.wav,2005-01-22 03:50:15,2005-01-22 03:51:55,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122035015.wav,2005-01-22 03:51:55,2005-01-22 03:53:35,50.0 - 1000.0,1,[150.9],71.0,[1.57],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122035015.wav,2005-01-22 03:53:34,2005-01-22 03:55:14,50.0 - 1000.0,0,[],71.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122045015.wav,2005-01-22 04:50:15,2005-01-22 04:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122045015.wav,2005-01-22 04:51:55,2005-01-22 04:53:35,50.0 - 1000.0,1,[150.9],72.0,[1.33],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122045015.wav,2005-01-22 04:53:34,2005-01-22 04:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122055015.wav,2005-01-22 05:50:15,2005-01-22 05:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122055015.wav,2005-01-22 05:51:55,2005-01-22 05:53:35,50.0 - 1000.0,1,[71.2],72.0,[1.32],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122055015.wav,2005-01-22 05:53:34,2005-01-22 05:55:14,50.0 - 1000.0,1,[50.7],73.0,[1.83],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122065015.wav,2005-01-22 06:50:15,2005-01-22 06:51:55,50.0 - 1000.0,5,"[50.7, 150.9, 157.5, 180.8, 398.5]",75.0,[1.91 8.05 1.75 3.99 3.27],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122065015.wav,2005-01-22 06:51:55,2005-01-22 06:53:35,50.0 - 1000.0,4,"[50.7, 113.7, 150.9, 397.9]",75.0,[2.33 2.29 6.07 3.19],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122065015.wav,2005-01-22 06:53:34,2005-01-22 06:55:14,50.0 - 1000.0,4,"[50.7, 81.2, 113.7, 150.9]",75.0,[1.86 1.82 3.9  3.68],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122075015.wav,2005-01-22 07:50:15,2005-01-22 07:51:55,50.0 - 1000.0,10,"[88.5, 121.0, 126.3, 150.9, 166.8, 176.1, 180.8, 216.0, 472.9, 498.1]",76.0,[ 1.68  2.5   1.27 10.6   2.3   2.89  2.7   5.07  1.24  2.53],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122075015.wav,2005-01-22 07:51:55,2005-01-22 07:53:35,50.0 - 1000.0,10,"[97.1, 121.0, 130.3, 150.9, 166.2, 175.5, 180.1, 215.3, 220.6, 498.1]",76.0,[ 2.01  2.02  8.09 10.3   4.24  1.73  3.    6.52  1.08  1.71],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122075015.wav,2005-01-22 07:53:34,2005-01-22 07:55:14,50.0 - 1000.0,7,"[50.7, 57.3, 113.7, 121.7, 131.0, 150.9, 166.2]",75.0,[2.65 1.66 2.73 1.8  6.93 7.   4.06],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122085015.wav,2005-01-22 08:50:15,2005-01-22 08:51:55,50.0 - 1000.0,3,"[63.9, 88.5, 113.7]",71.0,[1.21 3.06 2.82],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122085015.wav,2005-01-22 08:51:55,2005-01-22 08:53:35,50.0 - 1000.0,10,"[63.3, 64.6, 75.2, 113.7, 178.8, 196.1, 217.3, 245.8, 249.2, 288.3]",72.0,[1.58 2.32 2.32 4.51 2.99 2.05 1.02 1.96 1.42 2.46],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122085015.wav,2005-01-22 08:53:34,2005-01-22 08:55:14,50.0 - 1000.0,6,"[50.7, 80.5, 101.1, 113.7, 129.7, 150.9]",71.0,[1.54 1.96 1.76 2.75 6.71 3.32],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122095015.wav,2005-01-22 09:50:15,2005-01-22 09:51:55,50.0 - 1000.0,7,"[77.2, 129.0, 136.3, 141.0, 150.9, 166.8, 180.1]",79.0,[4.42 1.6  1.08 2.52 5.28 4.   3.85],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122095015.wav,2005-01-22 09:51:55,2005-01-22 09:53:35,50.0 - 1000.0,7,"[77.2, 140.3, 150.9, 170.8, 176.1, 200.7, 215.3]",83.0,[6.   1.44 4.1  2.05 2.11 3.84 3.84],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122095015.wav,2005-01-22 09:53:34,2005-01-22 09:55:14,50.0 - 1000.0,9,"[77.2, 88.5, 129.7, 150.9, 176.1, 200.7, 215.3, 386.6, 472.9]",74.0,[1.12 4.08 3.24 8.46 4.45 3.53 5.7  5.29 1.9 ],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122105015.wav,2005-01-22 10:50:15,2005-01-22 10:51:55,50.0 - 1000.0,13,"[90.5, 113.7, 130.3, 138.3, 148.9, 150.9, 166.2, 170.2, 188.1, 214.6, 267.1, 274.4, 472.9]",73.0,"[ 2.01  2.69  4.82  2.92  2.82 11.06  1.09  3.05  1.65  7.35  5.38  2.44
  1.17]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122105015.wav,2005-01-22 10:51:55,2005-01-22 10:53:35,50.0 - 1000.0,13,"[91.2, 113.7, 130.3, 139.0, 148.9, 150.9, 152.9, 170.2, 175.5, 214.6, 230.6, 397.9, 473.5]",73.0,"[ 1.84  3.74  5.04  3.07  2.18 10.7   1.29  2.43  2.28  6.93  2.03  4.21
  2.59]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122105015.wav,2005-01-22 10:53:34,2005-01-22 10:55:14,50.0 - 1000.0,7,"[113.7, 131.0, 139.0, 148.9, 150.9, 175.5, 215.3]",72.0,[3.63 2.84 3.23 1.44 9.94 3.46 5.02],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122115015.wav,2005-01-22 11:50:15,2005-01-22 11:51:55,50.0 - 1000.0,15,"[56.0, 73.9, 83.2, 97.1, 106.4, 110.4, 119.7, 137.6, 150.9, 178.8, 183.4, 193.4, 197.4, 220.0, 295.6]",77.0,"[2.34 5.34 2.98 1.33 1.41 1.29 1.26 6.97 5.49 3.73 3.74 1.24 2.47 5.87
 8.13]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122115015.wav,2005-01-22 11:51:55,2005-01-22 11:53:35,50.0 - 1000.0,6,"[65.3, 73.9, 83.2, 137.6, 150.9, 166.2]",76.0,[1.4  5.39 1.84 5.98 1.7  3.45],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122115015.wav,2005-01-22 11:53:34,2005-01-22 11:55:14,50.0 - 1000.0,6,"[60.6, 72.6, 76.6, 88.5, 113.1, 121.0]",78.0,[3.36 1.81 2.87 2.49 4.45 5.62],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122125015.wav,2005-01-22 12:50:15,2005-01-22 12:51:55,50.0 - 1000.0,15,"[79.2, 80.5, 88.5, 113.7, 121.0, 130.3, 150.9, 170.2, 225.9, 265.1, 274.4, 389.2, 472.2, 497.4, 522.0]",70.0,"[1.08 1.79 3.91 1.94 2.74 3.45 2.63 2.33 3.14 2.93 1.92 4.47 2.96 6.93
 2.33]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122125015.wav,2005-01-22 12:51:55,2005-01-22 12:53:35,50.0 - 1000.0,11,"[88.5, 113.1, 121.0, 150.9, 166.2, 175.5, 199.4, 270.4, 472.2, 497.4, 522.0]",70.0,[3.67 2.31 3.58 5.51 1.57 3.31 2.5  3.14 1.98 6.37 2.57],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122125015.wav,2005-01-22 12:53:34,2005-01-22 12:55:14,50.0 - 1000.0,10,"[77.9, 88.5, 113.7, 121.0, 150.9, 176.1, 200.0, 239.9, 249.2, 497.4]",72.0,[2.11 5.58 3.02 2.69 5.7  2.69 3.38 3.43 3.86 1.99],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122135015.wav,2005-01-22 13:50:15,2005-01-22 13:51:55,50.0 - 1000.0,46,"[57.3, 59.3, 69.3, 71.2, 78.5, 84.5, 86.5, 106.4, 111.7, 113.7, 125.7, 164.8, 171.5, 180.1, 188.1, 200.0, 215.3, 222.6, 227.3, 246.5, 258.5, 262.4, 269.7, 281.7, 286.3, 293.6, 304.9, 312.9, 316.9, 328.2, 336.1, 338.1, 352.1, 359.4, 361.4, 367.3, 369.3, 375.3, 377.3, 382.6, 398.5, 410.5, 453.0, 468.9, 494.8, 503.4]",78.0,"[2.   4.2  3.42 5.38 1.48 2.8  8.12 1.13 1.55 4.33 2.89 5.85 6.35 3.03
 4.9  5.79 6.18 3.32 3.85 4.4  2.58 1.03 1.81 2.89 4.15 3.08 4.44 1.64
 5.05 5.99 4.29 1.09 7.43 2.6  1.54 2.25 1.08 4.56 1.85 2.11 1.01 1.24
 4.76 3.23 4.07 1.98]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122135015.wav,2005-01-22 13:51:55,2005-01-22 13:53:35,50.0 - 1000.0,37,"[57.3, 59.3, 63.3, 69.3, 71.2, 77.2, 78.5, 86.5, 94.5, 113.7, 125.7, 141.0, 164.2, 171.5, 180.1, 188.1, 199.4, 211.3, 215.3, 222.6, 227.3, 246.5, 258.5, 281.7, 285.7, 293.0, 304.9, 316.2, 328.2, 336.1, 340.1, 351.4, 374.6, 398.5, 402.5, 445.0, 492.1]",76.0,"[1.17 2.97 1.19 3.5  4.8  1.5  2.63 3.89 2.94 1.68 1.63 3.82 5.07 5.19
 2.47 5.23 4.95 1.62 4.41 2.69 2.72 4.5  1.31 2.4  1.28 1.78 3.9  3.38
 4.89 2.34 1.87 5.19 3.08 1.76 2.01 2.1  2.11]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122135015.wav,2005-01-22 13:53:34,2005-01-22 13:55:14,50.0 - 1000.0,21,"[59.3, 69.3, 71.2, 82.5, 113.7, 164.8, 176.1, 188.1, 195.4, 199.4, 215.3, 223.3, 230.6, 257.8, 293.0, 316.2, 328.2, 351.4, 374.6, 381.9, 452.3]",72.0,"[1.93 3.9  5.62 1.11 1.76 4.11 3.15 3.02 1.15 4.55 5.51 5.05 4.2  1.1
 3.67 3.39 3.98 4.18 3.75 3.51 3.93]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122145015.wav,2005-01-22 14:50:15,2005-01-22 14:51:55,50.0 - 1000.0,22,"[71.9, 179.5, 191.4, 196.7, 209.3, 214.6, 220.6, 226.6, 250.5, 262.4, 274.4, 292.3, 298.3, 304.3, 310.2, 321.5, 327.5, 333.5, 339.4, 357.4, 381.3, 393.2]",69.0,"[5.04 2.47 2.49 3.8  4.57 3.14 6.34 2.67 4.13 5.42 3.18 2.79 2.77 3.06
 4.34 7.16 1.21 4.5  4.67 5.24 4.94 5.09]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122145015.wav,2005-01-22 14:51:55,2005-01-22 14:53:35,50.0 - 1000.0,25,"[60.6, 71.9, 89.8, 179.5, 191.4, 196.7, 208.7, 214.6, 220.6, 232.6, 244.5, 250.5, 262.4, 274.4, 292.3, 298.3, 304.3, 310.2, 322.2, 333.5, 339.4, 357.4, 381.3, 393.2, 500.1]",69.0,"[1.92 7.99 2.   6.34 2.52 5.4  4.18 4.4  7.34 2.94 2.9  4.55 3.95 4.72
 3.34 4.98 4.27 4.62 9.17 3.94 5.88 5.31 4.32 4.96 1.97]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122145015.wav,2005-01-22 14:53:34,2005-01-22 14:55:14,50.0 - 1000.0,24,"[71.9, 89.8, 179.5, 191.4, 196.7, 208.7, 214.6, 220.6, 226.6, 250.5, 262.4, 274.4, 292.3, 298.3, 304.3, 310.2, 322.2, 327.5, 334.1, 339.4, 357.4, 381.3, 393.2, 416.5]",68.0,"[8.33 2.29 4.26 4.08 4.9  3.32 4.78 5.92 1.57 3.67 4.6  4.49 4.7  4.26
 3.96 5.58 8.14 1.88 4.6  3.48 5.37 3.25 3.18 2.17]",0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122155015.wav,2005-01-22 15:50:15,2005-01-22 15:51:55,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122155015.wav,2005-01-22 15:51:55,2005-01-22 15:53:35,50.0 - 1000.0,0,[],61.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122155015.wav,2005-01-22 15:53:34,2005-01-22 15:55:14,50.0 - 1000.0,0,[],61.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122165015.wav,2005-01-22 16:50:15,2005-01-22 16:51:55,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122165015.wav,2005-01-22 16:51:55,2005-01-22 16:53:35,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122165015.wav,2005-01-22 16:53:34,2005-01-22 16:55:14,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122175015.wav,2005-01-22 17:50:15,2005-01-22 17:51:55,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122175015.wav,2005-01-22 17:51:55,2005-01-22 17:53:35,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122175015.wav,2005-01-22 17:53:34,2005-01-22 17:55:14,50.0 - 1000.0,0,[],65.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122185015.wav,2005-01-22 18:50:15,2005-01-22 18:51:55,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122185015.wav,2005-01-22 18:51:55,2005-01-22 18:53:35,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122185015.wav,2005-01-22 18:53:34,2005-01-22 18:55:14,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122195015.wav,2005-01-22 19:50:15,2005-01-22 19:51:55,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122195015.wav,2005-01-22 19:51:55,2005-01-22 19:53:35,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122195015.wav,2005-01-22 19:53:34,2005-01-22 19:55:14,50.0 - 1000.0,1,[279.0],62.0,[3.97],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122205015.wav,2005-01-22 20:50:15,2005-01-22 20:51:55,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122205015.wav,2005-01-22 20:51:55,2005-01-22 20:53:35,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122205015.wav,2005-01-22 20:53:34,2005-01-22 20:55:14,50.0 - 1000.0,0,[],62.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122215015.wav,2005-01-22 21:50:15,2005-01-22 21:51:55,50.0 - 1000.0,12,"[223.3, 235.9, 310.2, 326.8, 344.8, 362.0, 370.0, 378.6, 413.1, 430.4, 447.7, 739.1]",64.0,[3.44 2.79 2.74 2.93 3.3  4.17 5.56 4.29 2.87 3.52 1.08 1.22],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122215015.wav,2005-01-22 21:51:55,2005-01-22 21:53:35,50.0 - 1000.0,10,"[223.3, 293.0, 327.5, 344.8, 362.0, 370.6, 378.6, 430.4, 447.7, 482.2]",63.0,[2.53 3.33 4.12 3.82 2.64 3.54 4.34 3.4  2.02 3.48],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122215015.wav,2005-01-22 21:53:34,2005-01-22 21:55:14,50.0 - 1000.0,3,"[370.0, 378.6, 482.2]",63.0,[5.18 5.87 3.19],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122225015.wav,2005-01-22 22:50:15,2005-01-22 22:51:55,50.0 - 1000.0,2,"[298.3, 368.0]",68.0,[2.19 4.17],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122225015.wav,2005-01-22 22:51:55,2005-01-22 22:53:35,50.0 - 1000.0,6,"[218.0, 275.1, 292.3, 369.3, 378.0, 401.2]",68.0,[2.92 3.38 5.96 5.46 1.67 2.97],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122225015.wav,2005-01-22 22:53:34,2005-01-22 22:55:14,50.0 - 1000.0,10,"[218.0, 235.2, 264.4, 275.7, 293.0, 369.3, 389.9, 481.5, 560.5, 563.8]",68.0,[3.76 3.52 4.31 3.47 6.56 7.58 3.28 3.96 3.46 1.62],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122235015.wav,2005-01-22 23:50:15,2005-01-22 23:51:55,50.0 - 1000.0,13,"[92.5, 172.2, 206.0, 212.0, 218.0, 234.6, 257.8, 286.3, 291.6, 360.7, 369.3, 394.5, 411.8]",67.0,[1.71 2.51 2.58 6.17 5.03 3.5  3.29 1.83 2.69 2.64 4.69 3.34 5.11],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122235015.wav,2005-01-22 23:51:55,2005-01-22 23:53:35,50.0 - 1000.0,14,"[58.0, 92.5, 178.1, 183.4, 206.7, 212.0, 218.0, 223.3, 240.5, 257.8, 291.6, 348.7, 368.7, 411.1]",67.0,[1.72 1.4  2.21 1.95 2.61 5.55 1.48 3.03 3.47 3.9  4.55 3.17 6.17 3.62],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050122235015.wav,2005-01-22 23:53:34,2005-01-22 23:55:14,50.0 - 1000.0,12,"[69.3, 92.5, 172.2, 206.7, 212.0, 218.0, 223.3, 240.5, 291.6, 360.0, 369.3, 411.8]",67.0,[1.21 1.99 2.   3.4  6.23 2.36 2.54 3.52 4.21 2.51 3.55 3.45],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123005015.wav,2005-01-23 00:50:15,2005-01-23 00:51:55,50.0 - 1000.0,1,[212.0],70.0,[2.04],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123005015.wav,2005-01-23 00:51:55,2005-01-23 00:53:35,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123005015.wav,2005-01-23 00:53:34,2005-01-23 00:55:14,50.0 - 1000.0,2,"[75.2, 212.0]",69.0,[1.15 2.29],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123015015.wav,2005-01-23 01:50:15,2005-01-23 01:51:55,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123015015.wav,2005-01-23 01:51:55,2005-01-23 01:53:35,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123015015.wav,2005-01-23 01:53:34,2005-01-23 01:55:14,50.0 - 1000.0,0,[],70.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123025015.wav,2005-01-23 02:50:15,2005-01-23 02:51:55,50.0 - 1000.0,1,[136.3],72.0,[2.75],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123025015.wav,2005-01-23 02:51:55,2005-01-23 02:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123025015.wav,2005-01-23 02:53:34,2005-01-23 02:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123035015.wav,2005-01-23 03:50:15,2005-01-23 03:51:55,50.0 - 1000.0,3,"[50.7, 52.7, 75.2]",78.0,[1.26 2.97 4.38],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123035015.wav,2005-01-23 03:51:55,2005-01-23 03:53:35,50.0 - 1000.0,1,[52.7],77.0,[2.13],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123035015.wav,2005-01-23 03:53:34,2005-01-23 03:55:14,50.0 - 1000.0,0,[],78.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123045015.wav,2005-01-23 04:50:15,2005-01-23 04:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123045015.wav,2005-01-23 04:51:55,2005-01-23 04:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123045015.wav,2005-01-23 04:53:34,2005-01-23 04:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123055015.wav,2005-01-23 05:50:15,2005-01-23 05:51:55,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123055015.wav,2005-01-23 05:51:55,2005-01-23 05:53:35,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123055015.wav,2005-01-23 05:53:34,2005-01-23 05:55:14,50.0 - 1000.0,0,[],74.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123065015.wav,2005-01-23 06:50:15,2005-01-23 06:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123065015.wav,2005-01-23 06:51:55,2005-01-23 06:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123065015.wav,2005-01-23 06:53:34,2005-01-23 06:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123075015.wav,2005-01-23 07:50:15,2005-01-23 07:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123075015.wav,2005-01-23 07:51:55,2005-01-23 07:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123075015.wav,2005-01-23 07:53:34,2005-01-23 07:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123085015.wav,2005-01-23 08:50:15,2005-01-23 08:51:55,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123085015.wav,2005-01-23 08:51:55,2005-01-23 08:53:35,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123085015.wav,2005-01-23 08:53:34,2005-01-23 08:55:14,50.0 - 1000.0,0,[],72.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123095015.wav,2005-01-23 09:50:15,2005-01-23 09:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123095015.wav,2005-01-23 09:51:55,2005-01-23 09:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123095015.wav,2005-01-23 09:53:34,2005-01-23 09:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123105015.wav,2005-01-23 10:50:15,2005-01-23 10:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123105015.wav,2005-01-23 10:51:55,2005-01-23 10:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123105015.wav,2005-01-23 10:53:34,2005-01-23 10:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123115015.wav,2005-01-23 11:50:15,2005-01-23 11:51:55,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123115015.wav,2005-01-23 11:51:55,2005-01-23 11:53:35,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123115015.wav,2005-01-23 11:53:34,2005-01-23 11:55:14,50.0 - 1000.0,0,[],73.0,[],0
/mnt/data-disk/data/WCS/Cape_Bathurst_300_2018_2019/1208533023.050123125015.wav,2005-01-23 12:50:15,2005-01-23 12:51:55,50.0 - 1000.0,0,[],73.0,[],0
